Age, Workclass, Education, Years of Education, Marital Status, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
72,4,7,5,3, Exec-managerial, Wife, Asian-Pac-Islander, Female,48,1
39,4,10,13,6, Sales, Not-in-family, White, Male,50,0
27,4,12,9,5, Farming-fishing, Own-child, Black, Male,30,0
57,4,16,10,5, Adm-clerical, Other-relative, Black, Female,40,0
24,4,6,4,3, Craft-repair, Husband, White, Male,38,0
28,4,12,9,5, Craft-repair, Own-child, White, Male,70,0
23,4,16,10,4, Other-service, Not-in-family, White, Female,50,0
31,4,10,13,5, Exec-managerial, Not-in-family, White, Female,40,0
23,4,16,10,5, Other-service, Own-child, White, Female,20,0
31,4,16,10,5, Other-service, Not-in-family, White, Female,40,0
27,2,10,13,5, Prof-specialty, Not-in-family, White, Female,40,0
30,4,10,13,3, Prof-specialty, Husband, White, Male,45,0
31,4,15,15,5, Prof-specialty, Not-in-family, White, Female,80,0
34,4,13,14,5, Prof-specialty, Not-in-family, White, Male,60,0
57,1,12,9,5, Adm-clerical, Not-in-family, White, Male,40,0
39,4,13,14,3, Exec-managerial, Husband, White, Male,40,1
23,4,2,7,5, Craft-repair, Own-child, White, Male,40,0
24,2,8,12,3, Other-service, Wife, White, Female,40,0
36,4,11,16,5, Prof-specialty, Not-in-family, White, Male,40,0
32,4,16,10,1, Other-service, Other-relative, White, Male,40,0
35,4,8,12,1, Other-service, Own-child, White, Female,40,0
36,4,10,13,3, Exec-managerial, Husband, White, Male,40,0
47,4,9,11,3, Machine-op-inspct, Husband, White, Male,40,1
35,4,12,9,5, Handlers-cleaners, Not-in-family, White, Male,40,0
44,1,16,10,3, Tech-support, Husband, White, Male,40,0
32,7,13,14,3, Prof-specialty, Husband, White, Male,50,0
32,4,8,12,3, Exec-managerial, Wife, White, Female,40,1
63,6,16,10,3, Prof-specialty, Wife, White, Female,10,1
34,4,9,11,3, Craft-repair, Husband, White, Male,40,0
47,4,12,9,3, Craft-repair, Husband, Black, Male,40,0
27,4,2,7,3, Sales, Own-child, Black, Male,35,0
23,4,12,9,6, Exec-managerial, Unmarried, White, Female,42,0
50,4,1,6,3, Craft-repair, Husband, White, Male,38,0
49,7,16,10,3, Prof-specialty, Husband, White, Male,40,0
36,4,16,10,3, Exec-managerial, Husband, White, Male,40,1
23,4,10,13,5, Exec-managerial, Unmarried, White, Male,40,0
61,4,6,4,7, Other-service, Unmarried, Black, Female,38,0
41,4,16,10,3, Farming-fishing, Husband, White, Male,16,0
27,6,10,13,3, Exec-managerial, Husband, White, Male,60,1
53,4,10,13,1, Exec-managerial, Not-in-family, White, Male,70,0
17,6,1,6,5, Adm-clerical, Own-child, White, Male,10,0
53,4,16,10,5, Craft-repair, Not-in-family, White, Male,40,0
28,4,12,9,3, Craft-repair, Husband, White, Male,42,1
24,4,10,13,4, Prof-specialty, Own-child, White, Female,40,0
22,4,16,10,5, Adm-clerical, Not-in-family, White, Female,20,0
53,4,10,13,3, Sales, Husband, White, Male,50,1
18,4,2,7,5, Other-service, Other-relative, Black, Male,20,0
24,4,16,10,5, Sales, Unmarried, White, Male,50,0
20,4,12,9,5, Sales, Not-in-family, White, Female,40,0
30,2,6,4,3, Transport-moving, Husband, White, Male,40,0
37,7,9,11,5, Prof-specialty, Not-in-family, White, Male,40,1
34,4,12,9,3, Transport-moving, Husband, White, Male,40,0
19,4,12,9,5, Handlers-cleaners, Own-child, White, Male,30,0
20,4,3,8,5, Adm-clerical, Own-child, White, Female,40,0
47,4,12,9,1, Other-service, Not-in-family, Asian-Pac-Islander, Female,40,0
22,4,10,13,5, Prof-specialty, Own-child, White, Female,40,0
42,2,13,14,3, Exec-managerial, Husband, White, Male,40,1
60,4,16,10,1, Adm-clerical, Not-in-family, White, Female,40,0
32,4,12,9,5, Priv-house-serv, Unmarried, White, Female,40,0
46,4,12,9,3, Exec-managerial, Husband, White, Male,40,1
66,4,12,9,7, Adm-clerical, Not-in-family, White, Female,40,0
37,4,10,13,3, Other-service, Wife, Asian-Pac-Islander, Female,30,1
34,4,16,10,1, Exec-managerial, Own-child, White, Male,44,0
45,4,10,13,5, Prof-specialty, Not-in-family, White, Male,46,0
35,4,2,7,3, Farming-fishing, Husband, White, Male,40,0
51,2,16,10,3, Exec-managerial, Husband, Black, Male,40,1
36,2,16,10,3, Protective-serv, Husband, White, Male,40,1
25,1,12,9,5, Adm-clerical, Own-child, Black, Male,40,0
51,4,12,9,1, Other-service, Unmarried, White, Female,38,0
25,6,16,10,5, Machine-op-inspct, Own-child, White, Male,40,0
19,4,12,9,5, Farming-fishing, Own-child, White, Male,45,0
47,4,16,10,3, Exec-managerial, Husband, White, Male,45,0
59,2,12,9,6, Protective-serv, Unmarried, Black, Female,40,0
34,4,10,13,3, Exec-managerial, Husband, White, Male,40,1
40,4,16,10,6, Exec-managerial, Unmarried, White, Female,60,0
42,4,12,9,1, Machine-op-inspct, Not-in-family, White, Male,45,0
37,4,13,14,3, Exec-managerial, Husband, White, Male,60,1
51,5,8,12,3, Sales, Husband, White, Male,38,1
25,4,12,9,5, Adm-clerical, Own-child, White, Male,36,0
31,1,12,9,3, Adm-clerical, Wife, White, Female,40,1
37,4,12,9,3, Other-service, Husband, White, Male,44,1
42,4,8,12,3, Sales, Husband, White, Male,45,1
35,4,16,10,1, Sales, Not-in-family, White, Male,50,0
51,4,10,13,3, Sales, Husband, White, Male,47,1
49,4,16,10,3, Craft-repair, Husband, White, Male,40,1
26,4,10,13,5, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,16,0
56,2,12,9,1, Adm-clerical, Not-in-family, White, Female,46,0
52,4,16,10,3, Prof-specialty, Husband, White, Male,45,1
61,6,13,14,3, Craft-repair, Husband, White, Male,4,0
47,7,10,13,1, Exec-managerial, Not-in-family, White, Female,40,1
52,4,9,11,3, Craft-repair, Husband, White, Male,40,0
30,4,12,9,1, Craft-repair, Unmarried, White, Female,40,0
43,5,16,10,3, Sales, Husband, White, Male,55,1
35,4,16,10,3, Transport-moving, Husband, Asian-Pac-Islander, Male,40,0
42,4,12,9,3, Craft-repair, Husband, White, Male,40,1
26,4,16,10,4, Craft-repair, Other-relative, Black, Female,35,0
58,2,12,9,3, Farming-fishing, Husband, White, Male,40,0
66,4,16,10,3, Sales, Husband, White, Male,40,1
30,4,12,9,3, Protective-serv, Husband, White, Male,60,1
46,4,16,10,6, Adm-clerical, Unmarried, White, Female,40,0
45,4,16,10,3, Adm-clerical, Wife, White, Female,35,1
57,4,12,9,5, Sales, Unmarried, White, Female,40,0
25,4,10,13,5, Exec-managerial, Own-child, White, Male,40,0
21,7,16,10,5, Tech-support, Own-child, White, Female,10,0
37,4,12,9,1, Craft-repair, Not-in-family, White, Male,55,0
45,2,13,14,1, Prof-specialty, Not-in-family, White, Female,30,0
39,4,12,9,5, Craft-repair, Own-child, White, Male,40,0
42,4,12,9,3, Adm-clerical, Wife, White, Female,53,0
20,4,12,9,5, Machine-op-inspct, Own-child, White, Female,40,0
23,4,12,9,5, Protective-serv, Own-child, Black, Male,16,0
25,4,10,13,5, Tech-support, Own-child, White, Male,40,0
47,4,5,3,5, Priv-house-serv, Own-child, White, Female,40,0
24,4,12,9,5, Sales, Own-child, White, Male,45,0
35,4,12,9,5, Craft-repair, Not-in-family, White, Male,70,0
44,2,12,9,3, Other-service, Wife, Black, Female,38,1
47,7,16,10,3, Prof-specialty, Husband, White, Male,50,0
28,7,2,7,6, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40,0
41,2,13,14,1, Prof-specialty, Unmarried, White, Female,60,0
31,4,12,9,5, Adm-clerical, Not-in-family, White, Female,40,0
27,4,13,14,5, Exec-managerial, Not-in-family, White, Female,25,0
47,4,9,11,3, Craft-repair, Husband, White, Male,40,0
44,4,12,9,5, Sales, Not-in-family, Asian-Pac-Islander, Female,40,0
61,4,16,10,5, Priv-house-serv, Not-in-family, White, Female,40,0
42,1,16,10,1, Adm-clerical, Other-relative, White, Female,40,0
46,4,12,9,5, Other-service, Not-in-family, White, Female,28,0
46,4,10,13,3, Exec-managerial, Husband, White, Male,50,1
54,2,13,14,7, Prof-specialty, Unmarried, White, Female,38,0
49,4,12,9,7, Tech-support, Unmarried, White, Male,40,0
56,2,16,10,7, Adm-clerical, Unmarried, White, Female,40,0
52,4,13,14,1, Prof-specialty, Own-child, White, Female,40,0
34,4,12,9,3, Transport-moving, Husband, White, Male,40,0
25,6,12,9,3, Craft-repair, Husband, White, Male,40,0
18,4,2,7,5, Prof-specialty, Own-child, White, Female,40,0
58,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
31,7,10,13,1, Prof-specialty, Not-in-family, White, Male,40,0
29,4,16,10,3, Craft-repair, Husband, White, Male,55,0
28,4,2,7,5, Machine-op-inspct, Not-in-family, Black, Male,40,0
30,4,16,10,5, Adm-clerical, Not-in-family, White, Male,48,0
44,4,13,14,3, Prof-specialty, Husband, White, Male,35,1
75,4,1,6,7, Priv-house-serv, Not-in-family, White, Female,70,0
26,4,16,10,3, Craft-repair, Husband, Black, Male,40,0
33,5,10,13,3, Sales, Husband, White, Male,50,1
57,5,13,14,3, Sales, Husband, White, Male,65,1
47,6,5,3,3, Sales, Husband, White, Male,55,1
41,4,12,9,3, Exec-managerial, Husband, White, Male,40,1
21,4,16,10,5, Other-service, Not-in-family, White, Female,37,0
17,4,2,7,5, Craft-repair, Own-child, White, Male,17,0
22,4,16,10,5, Other-service, Own-child, Black, Female,15,0
47,4,12,9,3, Sales, Husband, White, Male,40,0
45,4,10,13,3, Exec-managerial, Husband, White, Male,40,1
32,6,9,11,1, Sales, Unmarried, White, Male,50,0
59,4,1,6,6, Priv-house-serv, Not-in-family, Black, Female,30,0
38,4,12,9,3, Craft-repair, Husband, White, Male,50,0
33,4,12,9,6, Protective-serv, Own-child, White, Female,40,0
41,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
51,4,7,5,3, Transport-moving, Husband, White, Male,40,0
42,4,12,9,3, Sales, Husband, White, Male,48,0
27,4,10,13,3, Prof-specialty, Wife, White, Female,40,1
60,4,16,10,3, Craft-repair, Husband, White, Male,45,0
64,2,12,9,1, Adm-clerical, Not-in-family, White, Female,35,0
37,4,8,12,3, Machine-op-inspct, Husband, White, Male,40,1
54,6,10,13,3, Exec-managerial, Husband, White, Male,45,1
36,4,8,12,3, Exec-managerial, Wife, White, Female,50,1
34,4,10,13,3, Prof-specialty, Husband, White, Male,40,1
41,6,13,14,1, Sales, Unmarried, White, Male,5,1
35,6,6,4,3, Farming-fishing, Husband, White, Male,75,0
63,5,13,14,3, Sales, Husband, White, Male,68,1
46,4,12,9,1, Craft-repair, Other-relative, White, Male,40,0
47,6,13,14,1, Prof-specialty, Not-in-family, White, Male,40,0
24,4,10,13,5, Machine-op-inspct, Not-in-family, White, Male,65,0
29,4,16,10,5, Sales, Not-in-family, White, Male,30,0
74,1,16,10,7, Transport-moving, Not-in-family, White, Female,18,0
50,4,2,7,3, Transport-moving, Husband, White, Male,70,1
22,4,16,10,5, Adm-clerical, Not-in-family, White, Female,40,0
48,4,3,8,6, Adm-clerical, Own-child, Black, Female,40,0
30,4,7,5,3, Handlers-cleaners, Other-relative, White, Male,40,0
32,4,10,13,3, Sales, Husband, White, Male,40,0
39,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
49,4,16,10,3, Craft-repair, Husband, White, Male,40,1
25,4,10,13,5, Adm-clerical, Own-child, White, Female,40,0
50,4,10,13,3, Adm-clerical, Wife, White, Female,40,1
44,4,12,9,3, Transport-moving, Husband, White, Male,40,0
65,4,9,11,3, Farming-fishing, Husband, White, Male,60,0
28,1,8,12,3, Adm-clerical, Husband, White, Male,60,0
55,4,10,13,7, Adm-clerical, Unmarried, White, Female,40,0
49,2,10,13,5, Prof-specialty, Own-child, White, Female,50,0
31,4,12,9,6, Exec-managerial, Unmarried, White, Female,12,0
47,4,12,9,3, Machine-op-inspct, Wife, Black, Female,40,1
45,4,12,9,3, Transport-moving, Husband, White, Male,40,1
35,4,12,9,5, Other-service, Not-in-family, Black, Female,40,0
34,6,10,13,3, Sales, Husband, Asian-Pac-Islander, Male,60,0
49,2,12,9,7, Protective-serv, Not-in-family, Black, Male,40,0
27,4,12,9,5, Other-service, Not-in-family, White, Female,42,0
42,4,12,9,3, Handlers-cleaners, Husband, White, Male,40,0
64,6,12,9,5, Other-service, Not-in-family, White, Male,40,0
33,4,16,10,3, Sales, Husband, White, Male,48,1
23,4,16,10,5, Adm-clerical, Not-in-family, White, Female,40,0
45,4,13,14,3, Exec-managerial, Husband, White, Male,50,1
34,4,12,9,5, Machine-op-inspct, Unmarried, Black, Female,40,0
53,4,12,9,1, Sales, Not-in-family, White, Female,37,0
22,4,1,6,5, Craft-repair, Not-in-family, White, Male,30,0
57,7,12,9,6, Other-service, Not-in-family, White, Female,35,0
23,4,6,4,5, Craft-repair, Own-child, Black, Male,40,0
31,4,2,7,5, Transport-moving, Unmarried, White, Male,40,0
23,7,10,13,5, Tech-support, Not-in-family, White, Male,22,0
30,4,12,9,6, Adm-clerical, Unmarried, White, Female,40,0
32,2,10,13,6, Prof-specialty, Not-in-family, White, Female,50,1
42,4,8,12,3, Adm-clerical, Wife, Black, Female,40,1
51,4,6,4,3, Transport-moving, Husband, White, Male,40,0
59,6,10,13,3, Sales, Husband, White, Male,40,1
36,4,10,13,5, Exec-managerial, Own-child, White, Female,40,0
45,4,12,9,5, Sales, Not-in-family, Black, Male,40,0
35,4,9,11,3, Sales, Husband, White, Male,50,1
33,4,6,4,3, Machine-op-inspct, Husband, White, Male,40,0
43,4,9,11,1, Prof-specialty, Unmarried, White, Female,40,0
60,4,12,9,3, Tech-support, Wife, White, Female,40,1
37,7,10,13,3, Prof-specialty, Husband, White, Male,55,1
35,4,16,10,5, Tech-support, Unmarried, White, Female,40,0
36,4,16,10,3, Adm-clerical, Husband, White, Male,52,0
38,1,15,15,3, Prof-specialty, Husband, White, Male,50,1
54,4,6,4,3, Craft-repair, Husband, White, Male,40,0
51,4,9,11,3, Handlers-cleaners, Husband, White, Male,40,1
45,4,8,12,3, Craft-repair, Husband, White, Male,45,1
63,1,16,10,1, Exec-managerial, Unmarried, White, Female,40,0
51,4,16,10,3, Craft-repair, Husband, White, Male,40,1
58,6,13,14,1, Sales, Not-in-family, White, Male,18,0
64,2,12,9,1, Adm-clerical, Not-in-family, White, Female,40,0
20,4,16,10,5, Handlers-cleaners, Own-child, White, Male,40,0
44,1,10,13,3, Adm-clerical, Husband, Asian-Pac-Islander, Male,40,1
39,4,10,13,1, Exec-managerial, Unmarried, White, Female,48,0
45,7,16,10,5, Adm-clerical, Unmarried, White, Female,40,0
44,4,11,16,3, Adm-clerical, Husband, White, Male,55,1
22,1,16,10,5, Exec-managerial, Not-in-family, White, Female,40,0
63,5,12,9,3, Exec-managerial, Husband, White, Male,40,1
26,4,9,11,6, Other-service, Not-in-family, Black, Male,40,0
42,6,10,13,3, Farming-fishing, Husband, White, Male,45,0
20,4,12,9,5, Other-service, Own-child, White, Female,25,0
29,4,13,14,3, Sales, Husband, White, Male,40,1
38,2,10,13,5, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,40,0
25,4,12,9,5, Transport-moving, Own-child, White, Male,40,0
27,4,10,13,3, Craft-repair, Other-relative, White, Male,50,0
46,4,9,11,1, Adm-clerical, Not-in-family, White, Female,40,0
31,4,16,10,1, Craft-repair, Not-in-family, White, Male,60,0
24,4,9,11,5, Exec-managerial, Own-child, White, Male,35,0
43,4,16,10,3, Sales, Husband, White, Male,50,1
23,4,3,8,5, Machine-op-inspct, Own-child, White, Male,21,0
32,2,12,9,5, Transport-moving, Unmarried, Black, Female,37,0
44,4,12,9,3, Craft-repair, Husband, White, Male,40,0
40,6,10,13,3, Sales, Husband, White, Male,40,0
38,4,12,9,1, Craft-repair, Unmarried, White, Male,40,0
23,4,9,11,5, Machine-op-inspct, Not-in-family, White, Male,40,0
19,4,16,10,5, Sales, Own-child, White, Female,10,0
41,4,16,10,3, Sales, Husband, White, Male,40,0
48,4,12,9,3, Craft-repair, Husband, White, Male,40,0
23,4,16,10,3, Machine-op-inspct, Husband, White, Male,40,0
47,4,8,12,7, Other-service, Own-child, White, Female,35,0
42,4,12,9,3, Craft-repair, Husband, White, Male,40,0
17,4,1,6,5, Sales, Other-relative, White, Female,10,0
29,2,15,15,5, Prof-specialty, Not-in-family, White, Female,70,0
21,7,16,10,5, Prof-specialty, Not-in-family, White, Female,20,0
31,4,12,9,3, Other-service, Husband, White, Male,40,1
27,2,10,13,5, Prof-specialty, Unmarried, White, Female,40,0
29,4,11,16,5, Prof-specialty, Not-in-family, White, Male,40,0
23,4,10,13,5, Sales, Not-in-family, White, Female,45,0
41,4,13,14,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,55,1
46,2,10,13,3, Prof-specialty, Husband, White, Male,35,1
34,4,16,10,3, Protective-serv, Other-relative, Black, Female,25,0
42,6,12,9,3, Craft-repair, Husband, White, Male,24,0
18,4,12,9,5, Handlers-cleaners, Own-child, White, Female,15,0
46,4,12,9,1, Craft-repair, Not-in-family, White, Male,37,0
52,4,16,10,3, Craft-repair, Husband, White, Male,40,1
56,4,12,9,1, Craft-repair, Unmarried, White, Female,40,0
21,4,9,11,5, Machine-op-inspct, Own-child, White, Male,40,0
22,6,12,9,5, Craft-repair, Other-relative, White, Male,20,0
31,4,10,13,1, Adm-clerical, Unmarried, White, Female,45,0
41,6,12,9,3, Other-service, Husband, White, Male,60,0
25,4,16,10,6, Adm-clerical, Unmarried, White, Female,40,0
43,6,10,13,1, Exec-managerial, Not-in-family, White, Male,60,0
45,4,12,9,6, Sales, Not-in-family, White, Female,40,0
26,4,16,10,1, Tech-support, Not-in-family, White, Male,60,0
90,4,16,10,5, Other-service, Not-in-family, Asian-Pac-Islander, Male,35,0
45,4,10,13,3, Sales, Husband, White, Male,40,1
30,4,10,13,3, Other-service, Wife, White, Female,40,1
42,4,16,10,3, Craft-repair, Husband, White, Male,40,0
20,4,16,10,5, Handlers-cleaners, Own-child, White, Male,35,0
53,4,10,13,3, Prof-specialty, Husband, White, Male,40,1
64,7,12,9,7, Adm-clerical, Not-in-family, White, Female,38,0
56,4,6,4,7, Transport-moving, Not-in-family, White, Male,20,0
42,4,16,10,4, Prof-specialty, Not-in-family, White, Male,40,1
26,4,10,13,3, Sales, Wife, White, Female,40,1
31,2,8,12,5, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,40,0
40,4,10,13,3, Adm-clerical, Wife, White, Female,40,0
58,4,16,10,7, Craft-repair, Not-in-family, White, Male,40,0
41,4,10,13,3, Exec-managerial, Husband, White, Male,40,0
58,5,12,9,5, Sales, Not-in-family, White, Male,47,0
62,7,13,14,3, Prof-specialty, Husband, White, Male,60,1
65,5,10,13,3, Sales, Husband, White, Male,60,1
40,4,16,10,5, Craft-repair, Not-in-family, White, Male,40,0
45,2,16,10,3, Protective-serv, Husband, White, Male,40,1
22,4,12,9,5, Craft-repair, Own-child, White, Male,55,0
63,1,13,14,3, Exec-managerial, Husband, White, Male,50,1
39,4,10,13,3, Exec-managerial, Husband, White, Male,50,1
37,4,16,10,7, Craft-repair, Unmarried, White, Male,40,0
56,4,2,7,3, Farming-fishing, Husband, White, Male,50,0
32,4,16,10,1, Sales, Not-in-family, White, Male,50,0
53,1,16,10,3, Exec-managerial, Wife, Asian-Pac-Islander, Female,40,1
32,4,9,11,1, Prof-specialty, Not-in-family, White, Male,40,0
23,6,2,7,3, Transport-moving, Husband, White, Male,60,1
35,4,2,7,6, Transport-moving, Not-in-family, White, Male,90,0
51,4,16,10,3, Exec-managerial, Husband, White, Male,65,1
19,4,16,10,5, Adm-clerical, Own-child, White, Female,20,0
41,4,2,7,4, Machine-op-inspct, Not-in-family, White, Male,40,0
22,4,1,6,5, Transport-moving, Own-child, White, Male,25,0
23,4,12,9,5, Tech-support, Own-child, White, Female,40,0
36,4,13,14,3, Exec-managerial, Husband, Asian-Pac-Islander, Male,40,1
45,4,9,11,3, Craft-repair, Husband, White, Male,40,0
23,6,12,9,5, Farming-fishing, Not-in-family, White, Male,25,0
21,4,2,7,5, Other-service, Unmarried, Black, Female,40,0
44,4,13,14,3, Exec-managerial, Husband, White, Male,40,1
29,4,10,13,3, Sales, Husband, White, Male,40,1
36,6,9,11,3, Tech-support, Husband, White, Male,60,0
18,4,7,5,5, Handlers-cleaners, Own-child, White, Male,40,0
62,6,3,8,3, Craft-repair, Husband, White, Male,40,1
25,1,16,10,5, Exec-managerial, Not-in-family, Black, Male,40,0
34,4,8,12,1, Exec-managerial, Not-in-family, White, Female,45,0
31,4,10,13,5, Exec-managerial, Not-in-family, White, Female,50,1
37,4,10,13,3, Exec-managerial, Husband, White, Male,40,1
33,4,10,13,3, Farming-fishing, Husband, White, Male,40,0
28,4,8,12,3, Sales, Husband, White, Male,30,0
47,4,12,9,3, Other-service, Husband, White, Male,40,1
34,4,10,13,3, Exec-managerial, Husband, White, Male,70,0
26,4,15,15,3, Prof-specialty, Husband, White, Male,60,1
36,4,16,10,3, Craft-repair, Husband, White, Male,44,1
28,4,12,9,5, Handlers-cleaners, Own-child, White, Male,40,0
