Age, Workclass, Years of Education, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
28,4,10,3,2,2,0,50,0
23,4,9,12,1,1,0,37,0
19,4,10,1,2,2,0,40,0
67,4,9,6,1,1,0,32,0
43,4,13,4,2,2,0,40,1
41,4,12,1,2,2,1,50,0
37,4,11,10,2,2,1,40,0
20,4,9,14,2,2,0,40,0
40,4,9,3,2,2,0,40,0
47,4,14,4,2,2,0,50,1
40,4,9,13,2,2,0,40,0
39,7,13,4,2,2,1,40,0
24,4,10,1,1,1,1,20,0
49,4,13,12,2,2,0,45,1
66,4,9,7,2,2,0,10,0
52,4,9,10,2,2,1,40,0
59,5,9,4,2,2,0,60,0
72,4,9,9,2,2,1,12,0
35,1,9,1,2,2,0,40,0
30,4,13,4,2,2,1,40,1
36,4,10,8,2,2,0,40,0
26,4,9,13,2,2,1,40,0
23,4,13,8,2,2,0,35,0
39,4,13,10,2,2,0,40,1
40,6,15,10,2,2,0,40,0
29,4,13,10,2,2,0,40,0
38,4,13,8,2,2,0,20,0
63,4,13,1,2,2,0,40,0
58,6,9,4,2,2,0,40,1
30,4,9,4,2,2,1,40,0
38,7,9,8,1,1,1,40,0
25,4,3,1,2,2,1,33,0
44,7,14,10,2,2,0,40,1
43,4,11,1,2,2,1,40,1
21,4,10,14,2,2,0,30,0
41,2,12,4,2,2,0,40,0
38,4,13,12,2,2,0,50,1
29,4,10,3,2,2,0,40,0
52,6,9,5,2,2,0,70,0
47,4,9,4,2,2,1,45,0
28,4,11,10,2,2,0,50,1
24,4,10,9,2,2,1,40,0
30,7,14,10,4,4,0,10,0
30,4,10,4,2,2,0,60,1
40,4,12,4,2,2,0,40,1
27,4,10,8,2,2,1,30,0
26,4,9,11,2,2,0,44,0
32,4,9,8,2,2,0,37,0
36,7,13,1,2,2,1,40,0
26,4,8,14,1,1,0,40,0
25,4,10,14,1,1,0,40,0
39,4,10,13,2,2,1,40,0
27,4,11,13,2,2,0,40,0
24,4,9,5,2,2,0,50,0
38,5,13,12,2,2,0,40,1
35,6,9,5,2,2,0,55,0
29,4,11,13,2,2,0,40,0
49,4,9,8,1,1,1,40,0
36,4,5,7,2,2,0,40,0
47,6,16,3,2,2,0,50,0
21,4,10,8,2,2,0,40,0
35,4,13,10,4,4,1,40,1
38,4,2,6,2,2,0,40,0
45,4,14,4,2,2,0,50,1
19,4,10,8,2,2,1,15,0
18,4,9,6,2,2,0,22,0
37,4,15,4,2,2,0,40,0
49,4,13,10,2,2,1,40,0
33,2,11,11,2,2,0,48,1
27,4,10,12,2,2,0,40,1
34,2,10,1,2,2,1,35,0
54,7,14,10,4,4,1,40,0
24,5,10,14,2,2,0,40,0
44,6,15,10,2,2,0,60,1
48,6,13,3,2,2,0,50,0
23,4,9,1,2,2,1,40,0
29,4,9,8,2,2,0,38,0
21,4,12,8,2,2,1,9,0
18,4,8,8,2,2,1,32,0
18,4,5,12,2,2,1,32,0
29,4,9,3,2,2,0,40,0
29,4,9,14,2,2,0,40,0
41,4,9,7,1,1,1,40,0
32,4,9,6,2,2,0,40,0
61,4,6,8,1,1,1,24,0
79,4,9,10,2,2,0,6,0
34,4,12,7,2,2,0,40,0
46,4,13,4,2,2,0,40,1
50,6,11,12,2,2,0,60,1
29,4,9,7,2,2,0,40,0
23,4,10,1,2,2,1,40,0
64,4,10,1,2,2,1,40,0
70,2,14,10,2,2,1,50,1
28,2,12,1,2,2,1,40,0
51,4,11,6,2,2,0,40,0
34,7,13,10,2,2,0,55,0
29,4,9,6,2,2,0,40,0
49,4,13,8,4,4,0,40,0
77,5,10,4,2,2,0,40,0
32,4,9,8,2,2,1,35,0
27,4,13,13,2,2,1,40,1
22,4,10,12,2,2,1,40,0
35,2,9,3,2,2,0,40,1
42,2,13,11,2,2,0,40,1
35,7,9,7,2,2,0,40,0
33,4,9,11,2,2,0,16,0
45,4,10,4,2,2,1,55,0
19,4,10,12,2,2,1,40,0
38,4,9,3,2,2,0,40,0
26,4,9,7,1,1,0,45,0
29,4,13,4,2,2,1,45,0
33,4,13,10,2,2,0,40,1
35,6,9,5,2,2,0,80,0
42,4,10,3,2,2,0,40,0
20,4,11,8,2,2,1,20,0
43,1,14,10,2,2,0,40,1
69,4,7,10,1,1,0,45,0
39,4,9,14,2,2,0,40,0
37,4,9,7,2,2,0,40,0
28,4,10,3,2,2,0,40,0
26,1,13,13,2,2,0,40,0
32,4,10,12,2,2,0,30,0
43,1,13,4,2,2,0,40,1
49,4,9,4,2,2,0,30,0
28,4,4,8,2,2,0,60,0
35,4,9,7,2,2,0,40,0
35,2,9,3,2,2,0,40,1
57,4,9,1,2,2,1,40,0
45,4,5,14,2,2,0,40,0
23,4,9,12,2,2,0,48,0
45,4,9,3,2,2,0,40,0
42,4,9,1,2,2,1,40,0
35,4,13,8,4,4,0,40,0
45,4,13,10,2,2,0,50,1
28,1,13,4,2,2,0,40,0
64,5,11,3,2,2,0,10,0
44,2,15,10,2,2,1,40,0
59,6,9,5,2,2,0,40,1
41,4,9,7,2,2,0,40,0
21,4,10,12,1,1,0,25,0
29,6,11,1,2,2,1,40,0
51,6,9,5,2,2,0,40,1
22,4,9,1,2,2,0,40,0
49,4,9,8,2,2,1,40,0
53,4,12,12,2,2,0,80,1
38,4,10,1,2,2,1,44,0
23,4,10,3,2,2,0,40,0
20,4,9,8,2,2,1,40,0
40,4,13,3,2,2,1,40,0
25,4,13,10,2,2,1,40,0
27,4,10,13,2,2,1,40,0
20,4,9,8,2,2,0,30,0
37,4,9,8,2,2,1,20,0
40,2,9,8,2,2,0,40,0
28,4,13,4,2,2,0,40,1
38,6,9,8,2,2,1,40,0
42,4,13,4,2,2,1,40,0
32,1,12,11,2,2,0,40,0
20,4,9,12,2,2,0,45,0
62,7,13,1,2,2,0,38,0
31,4,10,1,2,2,0,40,0
31,6,9,3,2,2,0,60,0
24,4,9,1,2,2,0,40,0
62,2,4,8,1,1,1,35,0
43,2,10,3,2,2,0,40,1
21,4,10,14,2,2,0,50,0
30,5,9,4,2,2,0,40,0
18,4,6,6,2,2,0,40,0
59,2,14,10,2,2,1,40,0
24,6,4,14,2,2,0,40,1
49,4,9,3,2,2,0,40,0
19,7,7,8,2,2,0,30,0
48,4,9,7,2,2,0,40,1
32,4,15,12,2,2,0,60,1
33,4,6,7,2,2,1,45,0
23,4,13,12,1,1,0,15,0
33,1,15,10,2,2,1,65,1
50,1,10,4,2,2,0,40,1
30,4,13,4,2,2,0,43,0
32,4,12,10,2,2,0,42,0
39,4,10,12,2,2,0,65,0
21,4,10,12,2,2,1,20,0
23,4,13,10,2,2,1,21,0
32,4,13,4,2,2,1,40,0
57,4,9,6,2,2,0,40,0
22,7,10,10,2,2,0,10,0
70,4,9,1,2,2,1,5,0
34,4,10,13,2,2,0,84,1
53,4,14,12,2,2,1,40,0
21,4,10,12,2,2,0,45,0
37,4,9,7,2,2,0,40,0
60,6,9,3,2,2,0,50,1
23,4,7,3,4,4,0,40,1
32,4,6,14,2,2,0,80,1
57,4,9,7,2,2,0,40,0
25,4,10,1,2,2,0,30,0
30,4,9,3,2,2,0,46,0
31,4,9,1,2,2,1,40,0
19,4,10,8,2,2,0,35,0
23,7,13,13,2,2,0,38,0
44,4,9,12,2,2,0,40,0
42,4,10,7,1,1,1,40,0
34,6,7,7,2,2,0,40,0
32,4,9,3,2,2,0,40,1
25,4,11,13,1,1,1,40,0
21,4,10,4,2,2,1,40,0
31,4,9,9,1,1,1,60,0
36,2,11,10,2,2,1,40,0
49,6,10,3,2,2,0,65,0
44,4,13,1,2,2,1,32,0
42,4,11,12,2,2,0,40,1
30,4,9,11,2,2,0,99,0
33,4,6,7,2,2,0,40,0
36,6,13,8,1,1,0,45,1
17,4,6,8,2,2,0,30,0
20,4,10,12,2,2,0,25,0
32,4,9,3,2,2,0,50,0
33,6,9,3,2,2,0,40,0
37,4,10,4,2,2,1,60,0
60,4,6,5,2,2,0,48,0
35,7,10,1,2,2,1,15,0
43,1,13,1,2,2,1,40,0
46,4,10,13,2,2,0,40,1
29,6,9,14,2,2,0,40,1
36,4,13,12,2,2,0,42,1
27,4,9,3,2,2,0,40,1
50,4,10,4,2,2,0,84,1
22,4,10,1,3,3,1,44,0
33,7,14,10,2,2,0,60,0
61,4,6,12,2,2,1,40,0
41,6,11,5,2,2,0,70,1
22,4,10,14,2,2,0,40,0
27,4,13,10,2,2,1,40,0
25,4,9,14,2,2,0,40,0
32,4,9,7,1,1,1,20,0
28,4,14,10,2,2,0,50,0
25,4,13,3,2,2,0,35,0
28,4,10,3,2,2,0,40,0
37,2,13,10,2,2,1,30,1
58,4,9,1,2,2,1,37,0
39,4,9,6,2,2,0,40,0
33,4,10,8,2,2,1,40,0
59,4,6,3,2,2,0,40,1
58,4,13,3,2,2,1,20,0
38,4,11,10,4,4,0,36,1
34,4,10,3,2,2,0,40,0
31,4,10,3,1,1,0,40,0
48,2,9,3,2,2,0,40,1
45,4,9,6,2,2,0,50,0
23,4,9,8,2,2,1,40,0
33,4,14,10,2,2,0,37,1
38,6,10,5,2,2,0,40,0
44,6,14,5,2,2,0,40,1
48,2,14,4,1,1,1,40,1
40,7,9,3,2,2,0,40,0
19,2,9,3,1,1,1,40,0
45,4,13,4,2,2,1,40,0
34,4,10,10,2,2,1,40,0
70,4,10,8,2,2,0,80,0
32,2,14,10,2,2,0,60,0
33,4,11,8,2,2,1,40,0
24,4,13,4,2,2,1,40,0
30,2,13,10,2,2,1,15,0
22,4,10,12,1,1,0,25,0
52,5,15,10,2,2,0,65,1
67,6,6,5,2,2,0,80,0
40,4,9,4,2,2,0,45,0
55,4,11,10,2,2,1,20,0
29,4,9,4,2,2,1,40,0
62,4,9,12,2,2,0,16,0
22,4,9,7,2,2,1,40,0
64,7,5,3,2,2,0,40,0
29,6,13,4,2,2,0,50,0
28,4,10,4,2,2,0,40,0
25,4,9,4,2,2,0,40,0
47,7,16,10,2,2,0,50,1
26,4,13,14,2,2,0,40,1
18,4,8,8,2,2,0,27,0
52,5,6,12,2,2,0,45,0
48,2,13,10,2,2,1,50,1
36,4,9,7,1,1,0,40,0
23,4,11,1,2,2,1,30,0
41,4,9,14,2,2,0,40,0
56,7,9,14,2,2,0,38,1
53,4,9,10,2,2,0,40,0
26,4,10,4,2,2,1,40,0
22,4,10,8,2,2,0,40,0
25,4,14,10,2,2,1,31,0
31,4,10,8,2,2,0,40,0
36,4,12,7,2,2,0,40,0
46,4,10,7,2,2,0,40,0
46,7,12,1,2,2,0,38,1
32,4,10,8,2,2,1,36,0
43,6,9,5,2,2,0,60,0
30,4,13,4,2,2,0,50,1
41,5,13,12,2,2,0,45,1
50,4,14,4,2,2,0,60,1
37,7,14,4,2,2,0,38,0
22,2,9,6,2,2,0,50,0
51,1,9,14,2,2,0,80,0
47,4,10,4,1,1,1,40,1
40,4,9,1,2,2,0,40,0
46,4,10,7,2,2,0,40,0
30,4,10,13,2,2,1,40,0
27,6,9,12,2,2,0,65,1
31,2,10,1,2,2,1,35,0
31,4,2,6,2,2,0,40,0
30,4,9,3,2,2,0,40,0
50,2,13,10,2,2,0,40,1
27,4,13,10,2,2,1,50,0
29,4,9,7,2,2,0,50,1
28,4,9,14,2,2,0,60,0
54,4,13,4,1,1,1,45,1
47,7,11,13,2,2,0,48,1
34,4,9,7,2,2,1,40,0
26,4,10,6,2,2,0,40,0
23,7,10,11,2,2,0,60,0
42,2,14,10,2,2,0,40,0
36,6,9,4,2,2,0,50,0
52,1,13,11,2,2,0,45,1
27,2,14,10,2,2,1,40,0
42,4,9,8,2,2,1,40,0
39,4,9,8,1,1,1,40,0
49,7,9,10,2,2,0,40,1
36,4,9,12,2,2,0,40,1
20,4,1,8,2,2,0,32,0
55,5,9,4,2,2,0,60,0
47,4,5,7,2,2,0,40,0
33,4,14,10,2,2,0,33,1
36,4,10,12,2,2,0,40,0
39,4,16,10,2,2,1,80,0
55,4,13,4,2,2,0,48,1
48,4,12,14,2,2,0,45,0
30,4,11,6,2,2,0,45,0
24,4,9,3,2,2,0,50,0
57,6,9,3,2,2,1,38,0
20,4,10,5,2,2,0,60,0
56,4,9,10,2,2,1,40,0
36,4,9,1,2,2,1,40,1
44,4,6,7,2,2,0,40,1
57,4,9,3,2,2,0,40,1
57,4,9,3,1,1,0,52,0
33,4,9,13,2,2,0,40,0
39,4,13,14,2,2,0,99,1
28,4,9,3,2,2,0,40,0
31,4,10,8,2,2,0,16,0
60,4,12,8,2,2,1,40,0
36,2,11,11,2,2,0,40,1
58,4,9,12,2,2,1,35,1
50,4,10,6,2,2,0,38,0
23,2,13,4,2,2,1,12,0
30,4,9,8,2,2,0,40,0
90,4,15,10,2,2,0,72,1
49,2,13,10,2,2,1,50,0
47,2,13,10,2,2,0,40,0
34,4,16,10,2,2,0,40,1
37,1,9,13,2,2,1,40,0
25,4,6,11,1,1,1,50,0
37,4,12,1,2,2,1,40,0
47,4,9,1,2,2,0,40,0
34,4,9,4,2,2,0,60,1
34,4,10,8,2,2,0,40,0
35,4,9,4,2,2,0,50,1
39,4,10,7,2,2,0,40,0
32,7,4,6,2,2,0,19,0
24,4,9,8,2,2,1,30,0
28,4,15,10,2,2,0,60,0
41,6,4,3,2,2,0,40,0
32,4,9,11,2,2,0,90,0
58,4,9,12,2,2,1,40,1
47,6,9,12,2,2,0,75,1
41,4,13,4,2,2,0,50,1
35,5,9,4,2,2,0,50,1
24,4,10,8,2,2,0,20,0
46,6,9,12,1,1,0,60,1
69,5,13,4,2,2,0,45,1
22,4,13,4,2,2,1,40,0
36,7,14,10,2,2,1,40,0
31,4,13,12,2,2,0,40,1
23,2,13,10,3,3,0,30,0
35,4,10,10,1,1,1,40,0
37,2,13,11,2,2,0,40,1
35,7,13,10,2,2,1,40,0
18,4,7,14,2,2,0,16,0
43,4,5,6,2,2,1,40,0
53,7,9,11,2,2,0,40,0
54,2,10,11,2,2,0,52,0
29,4,9,1,2,2,1,40,0
46,4,12,1,2,2,1,47,0
24,4,10,6,4,4,0,30,0
30,4,10,8,4,4,1,40,0
23,4,10,9,2,2,1,6,0
36,4,9,7,2,2,0,40,0
38,6,13,3,2,2,0,35,0
33,4,14,13,2,2,0,15,0
66,4,10,11,2,2,0,40,0
45,6,9,4,2,2,0,40,0
37,4,9,12,2,2,0,60,1
17,4,6,8,2,2,1,10,0
31,4,9,1,3,3,0,40,1
46,4,13,4,2,2,0,55,1
40,4,13,10,2,2,0,40,0
34,4,10,6,2,2,0,40,0
56,4,6,3,2,2,0,45,0
42,4,10,1,1,1,1,41,0
46,4,14,4,2,2,0,55,1
30,4,9,3,2,2,0,50,0
33,6,13,3,2,2,0,40,1
47,4,9,7,2,2,1,40,0
57,6,12,5,3,3,0,40,0
34,4,7,3,2,2,0,40,0
40,4,9,3,2,2,0,40,0
33,4,9,12,2,2,0,40,1
22,4,9,7,2,2,0,40,0
29,4,8,8,1,1,1,35,0
53,1,9,1,2,2,1,35,1
36,4,9,1,4,4,1,40,0
45,4,9,3,4,4,0,40,1
36,4,10,12,2,2,1,40,0
18,6,9,5,2,2,0,11,0
27,4,9,1,2,2,1,40,0
30,4,9,7,2,2,0,40,0
34,4,13,10,2,2,0,40,1
36,4,13,12,2,2,0,40,1
36,6,4,5,2,2,0,75,0
48,4,14,4,2,2,0,40,0
41,6,15,10,2,2,0,60,1
21,4,3,9,2,2,1,40,0
47,7,14,10,2,2,0,38,1
41,4,2,5,2,2,0,40,0
61,6,2,3,2,2,0,20,0
64,4,4,3,2,2,0,40,0
35,4,10,1,1,1,0,40,0
44,4,9,14,2,2,0,50,0
20,4,10,12,2,2,1,20,0
23,2,10,1,2,2,1,70,0
52,4,6,8,2,2,1,35,0
43,4,14,4,2,2,1,25,0
32,4,13,6,4,4,0,40,0
63,4,13,3,4,4,0,40,0
29,4,10,8,2,2,1,41,1
42,5,10,4,4,4,0,60,0
65,4,6,6,2,2,1,28,0
24,4,9,3,2,2,0,40,0
42,4,10,8,2,2,1,40,0
35,4,9,14,1,1,0,40,0
40,5,13,12,2,2,0,40,1
38,1,10,1,2,2,1,40,0
26,4,9,1,2,2,1,50,0
46,6,9,5,2,2,0,50,0
39,4,10,1,2,2,1,20,0
42,4,16,10,2,2,0,36,1
36,4,13,10,2,2,0,45,1
26,4,10,6,2,2,0,45,0
57,4,13,12,2,2,0,40,1
55,4,9,6,1,1,0,40,0
35,4,10,12,2,2,0,55,1
41,4,9,1,1,1,1,40,0
24,4,10,8,2,2,1,30,0
47,4,9,3,2,2,0,40,0
34,5,10,12,2,2,0,60,1
44,4,13,4,1,1,0,35,1
27,4,13,1,2,2,0,35,0
36,4,13,1,2,2,1,50,0
21,4,13,12,2,2,0,30,0
29,4,9,14,2,2,0,55,0
25,4,9,6,2,2,0,40,0
73,4,9,5,2,2,0,50,0
45,4,11,7,2,2,0,40,1
28,4,13,4,2,2,1,50,1
43,4,13,4,2,2,0,50,0
47,4,9,3,2,2,0,42,0
20,4,10,1,2,2,1,15,0
22,4,10,14,2,2,0,20,0
76,6,4,3,2,2,0,10,0
24,4,10,14,1,1,0,40,0
54,6,10,12,2,2,0,50,0
30,4,10,7,2,2,0,40,1
33,4,10,3,2,2,0,58,0
30,4,10,7,2,2,0,50,0
40,4,12,4,2,2,0,50,1
49,4,11,12,2,2,1,40,0
30,4,9,3,2,2,0,40,0
22,4,9,1,2,2,1,40,0
19,4,9,6,2,2,0,58,0
46,4,9,11,2,2,0,40,0
51,4,9,1,2,2,0,50,0
56,4,4,7,2,2,1,40,0
53,4,10,12,2,2,1,40,0
27,4,13,10,2,2,1,40,0
46,4,10,4,2,2,1,45,0
37,4,9,14,2,2,0,40,1
41,4,13,8,4,4,0,30,0
30,6,10,1,2,2,1,55,1
57,6,9,5,2,2,0,72,0
44,5,10,4,2,2,0,50,0
32,6,9,5,2,2,0,40,0
27,6,9,14,2,2,0,40,0
57,2,10,1,2,2,1,40,0
59,6,13,5,2,2,0,30,0
32,4,15,10,4,4,1,50,1
22,4,13,4,2,2,1,30,0
39,4,9,1,2,2,1,40,0
43,4,11,4,2,2,0,48,1
38,2,13,4,1,1,0,50,1
61,4,5,12,2,2,0,25,0
24,4,10,12,2,2,0,43,0
25,4,10,12,2,2,0,45,0
44,4,11,3,2,2,0,40,0
55,2,9,1,2,2,1,40,1
90,4,13,12,2,2,0,15,1
30,4,9,1,2,2,1,35,0
44,4,9,3,2,2,0,40,1
36,4,6,3,1,1,0,40,0
63,5,10,4,2,2,0,45,1
60,4,3,14,2,2,0,40,0
34,6,15,10,2,2,1,60,1
49,6,7,4,2,2,0,65,0
47,4,14,4,2,2,0,65,1
42,5,9,12,2,2,0,43,1
53,4,3,3,2,2,0,45,0
23,4,10,13,2,2,1,40,0
20,4,10,12,1,1,0,35,0
43,4,9,6,2,2,0,40,0
32,4,15,10,2,2,0,60,1
43,4,13,12,2,2,0,44,1
31,4,9,14,2,2,0,60,0
24,4,10,1,4,4,0,20,0
39,4,11,1,4,4,0,40,0
29,4,10,3,1,1,0,40,1
20,4,3,6,2,2,0,25,0
42,4,7,8,2,2,1,38,0
53,4,9,3,2,2,0,40,0
20,4,9,6,2,2,0,48,0
58,6,2,14,2,2,0,18,0
51,6,9,12,2,2,0,40,0
25,4,9,6,2,2,0,48,0
38,4,12,10,2,2,1,36,0
41,4,10,3,2,2,0,40,1
58,4,13,7,2,2,0,40,1
25,4,6,7,2,2,0,40,0
50,4,9,3,2,2,0,40,0
32,4,13,4,2,2,0,45,1
31,5,16,10,2,2,0,40,0
22,4,10,8,2,2,1,20,0
37,4,9,6,2,2,0,40,0
32,4,10,12,2,2,1,40,0
46,7,15,10,2,2,1,55,1
62,4,9,14,2,2,0,40,1
40,2,9,8,2,2,0,40,0
56,4,13,12,1,1,0,45,1
37,4,10,4,4,4,1,40,1
41,4,2,5,2,2,0,40,0
56,4,4,7,2,2,0,48,0
20,4,10,6,2,2,0,30,0
34,6,13,12,2,2,0,60,1
45,4,9,12,2,2,0,50,1
30,4,10,7,2,2,0,40,1
51,6,9,4,2,2,0,45,1
27,4,7,7,2,2,0,42,0
38,4,11,12,2,2,0,40,1
39,4,10,6,2,2,0,50,0
47,4,10,4,2,2,0,50,1
43,4,9,3,2,2,0,40,1
46,2,9,4,2,2,0,65,0
41,4,10,3,2,2,0,40,1
20,4,9,1,2,2,1,30,0
30,7,6,1,2,2,0,40,0
30,4,9,8,1,1,0,25,0
22,4,10,6,2,2,0,35,0
25,4,9,14,2,2,0,44,1
18,4,9,12,2,2,1,22,0
28,4,13,4,2,2,1,40,0
50,4,13,13,2,2,0,40,1
28,4,9,8,1,1,1,48,0
21,4,10,9,2,2,1,40,0
37,4,11,13,2,2,0,40,0
28,1,13,10,1,1,1,40,0
23,4,3,8,2,2,0,35,0
32,4,11,4,1,1,1,35,0
27,4,8,7,2,2,0,50,0
55,4,9,10,1,1,1,40,0
44,4,9,3,2,2,0,40,1
25,4,13,10,2,2,0,40,0
29,4,9,12,2,2,1,32,0
50,4,9,4,2,2,1,55,0
18,4,9,6,2,2,0,40,0
74,4,13,8,2,2,1,8,0
22,4,5,12,2,2,0,40,0
27,4,13,10,2,2,0,40,0
27,7,10,13,2,2,1,80,0
41,4,15,10,2,2,0,50,1
24,4,10,1,2,2,0,40,1
23,4,9,1,2,2,1,40,0
34,6,15,10,2,2,0,60,1
46,7,13,4,2,2,0,40,1
32,4,15,10,2,2,0,60,0
41,4,9,3,2,2,0,40,0
29,4,11,5,2,2,0,40,1
48,4,5,7,4,4,1,45,0
51,4,9,8,1,1,0,40,0
34,7,8,1,1,1,1,40,0
58,4,13,4,2,2,0,45,1
52,4,9,6,2,2,0,40,0
37,6,13,4,2,2,0,50,1
53,4,10,1,2,2,1,40,0
54,4,11,14,2,2,0,20,0
36,4,9,12,2,2,0,60,0
25,4,11,1,2,2,1,60,0
20,4,10,10,2,2,1,48,0
23,4,12,1,2,2,0,40,0
39,5,13,4,2,2,0,60,1
20,6,6,7,2,2,0,40,0
28,4,11,8,1,1,0,40,0
73,7,9,1,2,2,1,40,0
67,4,9,11,2,2,0,24,0
56,4,13,4,2,2,0,45,1
32,4,11,3,2,2,0,40,0
42,4,10,7,2,2,0,40,0
33,4,9,8,1,1,0,40,0
37,4,9,8,2,2,0,40,0
33,4,10,4,2,2,0,45,0
31,4,6,1,2,2,1,40,0
59,4,14,4,2,2,0,40,1
21,4,9,1,2,2,0,40,0
58,5,10,4,2,2,0,50,1
24,2,6,8,2,2,0,40,0
26,7,10,11,2,2,0,40,0
26,4,7,14,2,2,0,40,0
33,2,14,10,2,2,1,40,0
25,4,13,12,2,2,0,40,0
21,4,6,7,2,2,0,50,0
24,4,9,7,2,2,0,40,0
39,6,12,1,2,2,1,40,1
68,4,10,1,2,2,1,40,0
66,6,10,12,2,2,1,20,0
38,4,13,5,2,2,0,40,0
41,4,14,4,2,2,0,50,1
37,4,9,3,2,2,0,40,0
54,6,14,12,2,2,0,45,1
27,7,13,10,2,2,0,40,0
49,4,13,10,2,2,1,40,0
19,7,10,10,2,2,0,10,0
25,4,10,14,2,2,0,50,0
47,1,10,1,1,1,0,40,1
40,4,10,12,2,2,0,40,0
38,4,13,4,2,2,0,40,0
25,4,9,8,2,2,0,40,0
25,4,10,3,2,2,1,50,0
23,4,6,6,2,2,0,40,0
28,4,14,12,2,2,1,40,0
29,4,9,3,2,2,0,40,0
32,4,7,3,2,2,0,40,0
34,4,9,8,1,1,1,40,0
52,4,13,10,1,1,0,40,1
33,6,9,5,2,2,0,94,0
19,4,10,12,2,2,0,35,0
68,4,16,10,2,2,0,55,1
41,4,6,6,2,2,0,50,0
18,5,9,8,4,4,1,30,0
29,4,10,3,2,2,0,40,1
40,4,14,4,2,2,0,50,1
51,6,14,10,2,2,0,60,1
49,4,10,1,2,2,0,40,0
20,7,10,8,2,2,1,20,0
38,2,9,3,2,2,0,50,1
57,4,3,8,2,2,0,40,0
35,4,10,12,2,2,0,40,0
66,4,7,12,2,2,0,26,0
25,4,11,1,2,2,1,40,0
70,4,9,6,2,2,0,40,1
59,6,4,5,2,2,0,48,0
25,4,13,10,2,2,0,40,0
44,2,15,10,2,2,0,40,1
37,4,14,4,2,2,0,55,1
21,4,9,12,2,2,1,40,0
47,1,9,3,2,2,0,40,1
20,4,9,1,1,1,1,30,0
32,7,9,11,2,2,0,40,0
28,4,9,1,2,2,1,20,0
53,4,9,14,2,2,0,40,0
58,4,10,12,2,2,1,36,0
22,4,9,12,2,2,1,30,0
23,4,7,4,2,2,0,55,0
21,4,9,6,2,2,0,60,0
36,4,9,3,2,2,0,70,0
39,4,10,8,2,2,1,15,0
34,2,13,10,2,2,1,40,0
41,2,14,10,2,2,1,40,0
72,4,13,12,2,2,0,6,0
34,4,9,8,2,2,1,40,1
51,2,13,10,2,2,0,40,1
32,6,11,3,2,2,0,40,0
38,4,10,4,2,2,1,40,1
37,4,10,3,2,2,0,40,0
21,4,10,10,2,2,1,10,0
26,4,10,1,2,2,0,40,0
34,4,10,6,2,2,0,40,1
18,4,10,12,2,2,1,15,0
27,4,7,4,2,2,1,45,0
20,4,10,1,2,2,1,38,0
36,4,11,1,2,2,0,40,1
32,4,13,4,2,2,0,60,1
54,4,9,3,2,2,0,44,1
34,2,14,10,2,2,1,40,0
46,4,10,12,2,2,0,48,1
33,4,7,7,2,2,0,30,0
32,4,13,10,2,2,0,50,1
42,4,11,13,2,2,0,40,0
30,4,9,3,2,2,0,50,0
37,4,10,8,2,2,0,40,1
28,4,9,7,2,2,0,40,0
25,4,13,4,2,2,0,35,0
44,6,10,8,2,2,0,40,1
40,4,9,7,2,2,0,40,0
36,4,10,4,2,2,0,45,0
21,4,10,1,2,2,0,40,0
39,7,16,10,2,2,0,50,1
24,4,13,10,2,2,0,39,0
46,4,9,14,3,3,0,40,0
47,4,13,12,2,2,0,40,1
35,4,15,10,2,2,0,75,1
60,6,4,14,2,2,0,40,1
35,4,13,8,2,2,1,24,0
33,4,9,8,2,2,1,40,0
21,4,12,10,2,2,1,40,0
37,4,13,13,2,2,0,50,1
48,1,9,1,1,1,0,50,1
58,4,4,5,2,2,1,45,0
21,4,9,6,2,2,1,40,0
22,4,9,6,2,2,0,40,0
22,4,9,8,2,2,1,40,0
28,6,14,4,2,2,1,30,1
23,1,9,10,2,2,0,40,0
58,7,9,1,1,1,0,40,1
38,2,13,3,4,4,0,40,0
49,4,9,12,2,2,0,15,0
47,4,13,4,2,2,0,45,1
50,4,13,4,2,2,0,40,1
21,4,9,10,2,2,1,55,0
55,4,9,1,2,2,1,40,0
47,4,7,6,2,2,0,40,0
19,4,9,10,2,2,1,40,0
47,4,9,13,2,2,0,50,0
36,4,7,3,2,2,0,40,0
28,2,12,11,2,2,0,40,0
42,4,9,12,3,3,1,40,0
41,4,14,10,2,2,1,35,1
46,4,13,12,2,2,0,40,1
32,4,9,12,2,2,0,50,0
34,4,6,8,1,1,1,40,0
33,4,4,3,2,2,0,40,0
60,7,13,4,2,2,0,40,1
53,4,9,14,2,2,0,40,0
24,4,13,13,2,2,1,50,0
39,1,10,6,2,2,0,60,1
23,4,10,3,2,2,0,40,0
50,4,13,1,2,2,0,50,1
36,2,9,1,2,2,1,40,0
19,4,8,10,2,2,1,40,0
26,4,9,1,2,2,1,40,0
38,4,9,12,1,1,0,40,1
41,4,13,3,2,2,0,55,1
22,4,10,12,2,2,1,18,0
38,4,12,7,1,1,1,50,1
39,4,9,3,2,2,0,40,0
35,7,9,3,2,2,0,40,1
38,2,10,4,1,1,1,45,0
19,4,9,8,1,1,1,16,0
26,4,9,14,2,2,0,45,0
52,4,13,3,2,2,0,25,0
41,4,3,8,2,2,0,40,0
45,4,9,1,2,2,1,40,0
58,1,10,1,2,2,0,40,1
34,4,13,12,2,2,0,45,0
